Scheme Name,Net Asset Value,
Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan - Bonus Option,0.3021,
Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan - Growth Option,0.3021,
NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option,0.2604,
NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - MONTHLY IDCW Option,0.2566,
NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option,0.2564,
Nippon India Equity Savings Fund - Segregated Portfolio 1 - Growth Plan - Bonus Option,0.2885,
Nippon India Equity Savings Fund - Segregated Portfolio 1 - Growth Plan - Growth Option,0.2885,
NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - IDCW Option,0.2471,
NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY IDCW Option,0.2437,
NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option,0.2436,
Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Bonus Option,0,
Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Growth Option,0,
Nippon India Equity Savings Fund - Segregated Portfolio 2 - Growth Plan - Bonus Option,0,
Nippon India Equity Savings Fund - Segregated Portfolio 2 - Growth Plan - Growth Option,0,
Nippon India Equity Savings Fund- Direct Plan- Growth Plan- Bonus Option,14.3435,
Nippon India Equity Savings Fund- Direct Plan- Growth Plan-Growth Option,14.3435,
Nippon India Equity Savings Fund- Growth Plan- Bonus Option,13.2906,
Nippon India Equity Savings Fund- Growth Plan- Growth Option,13.2906,
,,
PGIM India Mutual Fund,,
,,
PGIM India Equity Savings Fund - Annual Dividend option,14.7074,
PGIM India Equity Savings Fund - Direct Plan - Annual Dividend,15.2831,
PGIM India Equity Savings Fund - Direct Plan - Growth,46.3121,
PGIM India Equity Savings Fund - Direct Plan - Half yearly Dividend option,12.3735,
PGIM India Equity Savings Fund - Direct Plan - Monthly Dividend,13.5001,
PGIM India Equity Savings Fund - Direct Plan - Quarterly Dividend,12.7923,
PGIM India Equity Savings Fund - Direct Plan - Regular Dividend Option,12.1329,
PGIM India Equity Savings Fund - Growth Option,41.6048,
PGIM India Equity Savings Fund - Monthly Dividend option,12.5161,
PGIM India Equity Savings Fund - Quarterly  Dividend,12.3639,
PGIM India Equity Savings Fund - Regular Plan - Regular Dividend Option,12.1179,
,,
SBI Mutual Fund,,
,,
SBI Equity Savings Fund - Direct Plan - Growth,19.7573,
SBI Equity Savings Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),18.0771,
SBI Equity Savings Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),18.7099,
SBI Equity Savings Fund - Regular Plan - Growth,18.1265,
SBI Equity Savings Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),16.805,
SBI Equity Savings Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),17.1407,
,,
Sundaram Mutual Fund,,
,,
Sundaram Equity Savings Fund (Formerly Known as  Principal Equity Savings Fund) - Direct Plan - Income Distribution CUM Capital Withdrawal Option - Half Yearly,14.1306,
Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) - Direct Plan - Growth Option,59.3357,
Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) - Growth Option,52.9579,
Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) -Quarterly Income Distribution CUM Capital Withdrawal,14.9618,
Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option - Quarterly,20.9686,
Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund)- Half Yearly Income Distribution CUM Capital Withdrawal,13.6489,
,,
Tata Mutual Fund,,
,,
Tata Equity Savings Fund -Regular Plan-Growth Option,43.1059,
Tata Equity Savings Fund- Direct Plan- Growth Option,47.8766,
Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option,20.6494,
TATA Equity Savings Fund- Regular Plan -Monthly Payout of IDCW option,15.0479,
Tata Equity Savings Fund-Direct Plan - Monthly Payout of IDCW Option,17.8799,
Tata Equity Savings Fund-Direct Plan - Periodic Payout of IDCWS Option,23.3946,
,,
Union Mutual Fund,,
,,
Union Equity Savings Fund - Direct Plan - Growth Option,14.1,
Union Equity Savings Fund - Direct Plan - IDCW Option,14.1,
Union Equity Savings Fund - Regular Plan - Growth Option,13.71,
Union Equity Savings Fund - Regular Plan - IDCW Option,13.71,
,,
UTI Mutual Fund,,
,,
UTI Equity Savings Fund - Direct Plan - Growth Option,14.8353,
UTI Equity Savings Fund - Direct Plan - IDCW,14.8353,
UTI Equity Savings Fund - Direct Plan - Monthly IDCW,14.8361,
UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,14.8353,
UTI Equity Savings Fund - Regular Plan - Growth Option,14.2265,
UTI Equity Savings Fund - Regular Plan - IDCW,14.2265,
UTI Equity Savings Fund - Regular Plan - Monthly IDCW,14.2266,
UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,14.2265,
,,
Open Ended Schemes(Hybrid Scheme - Multi Asset Allocation),,
,,
Aditya Birla Sun Life Mutual Fund,,
,,
Aditya Birla Sun Life Multi Asset Allocation Fund-Direct Growth,10.3109,
Aditya Birla Sun Life Multi Asset Allocation Fund-Direct IDCW,10.3104,
Aditya Birla Sun Life Multi Asset Allocation Fund-Regular Growth,10.2659,
Aditya Birla Sun Life Multi Asset Allocation Fund-Regular IDCW,10.2663,
,,
Axis Mutual Fund,,
,,
Axis Multi Asset Allocation Fund - Direct Plan - Growth Option,33.3757,
Axis Multi Asset Allocation Fund - Direct Plan - IDCW,21.9389,
Axis Multi Asset Allocation Fund - Regular Plan - Growth Option,29.4422,
Axis Multi Asset Allocation Fund - Regular Plan - IDCW,17.4316,
,,
Baroda BNP Paribas Mutual Fund,,
,,
Baroda BNP Paribas Multi Asset Fund - Direct Plan - Growth Option,10.2489,
Baroda BNP Paribas Multi Asset Fund - Direct Plan - IDCW Option,10.2489,
Baroda BNP Paribas Multi Asset Fund - Regular Plan - Growth Option,10.1812,
Baroda BNP Paribas Multi Asset Fund - Regular Plan - IDCW Option,10.1812,
,,
HDFC Mutual Fund,,
,,
HDFC Multi-Asset Fund - Growth Option,51.22,
HDFC Multi-Asset Fund - Growth Option - Direct Plan,55.708,
HDFC Multi-Asset Fund - IDCW Option,14.348,
HDFC Multi-Asset Fund - IDCW Option - Direct Plan,16.836,
,,
ICICI Prudential Mutual Fund,,
,,
ICICI Prudential Multi-Asset Fund - Direct Plan - Growth,533.5001,
ICICI Prudential Multi-Asset Fund - Direct Plan - IDCW,39.8922,
ICICI Prudential Multi-Asset Fund - Growth,492.8726,
ICICI Prudential Multi-Asset Fund - IDCW,25.6297,
ICICI Prudential Multi-Asset Fund- Institutional Growth Option,22.849,
ICICI Prudential Multi-Asset Fund-Institutional Option - I,43.0129,
,,
Motilal Oswal Mutual Fund,,
,,
Motilal Oswal Multi Asset Fund - Direct Plan - Growth Option,11.5385,
Motilal Oswal Multi Asset Fund - Regular Plan - Growth Option,11.1263,
,,
Nippon India Mutual Fund,,
,,
Nippon India Multi Asset Fund - Direct Plan - Growth Option,14.515,
NIPPON INDIA MULTI ASSET FUND - DIRECT Plan - IDCW Option,14.515,
NIPPON INDIA MULTI ASSET FUND - IDCW Option,13.9495,
Nippon India Multi Asset Fund - Regular Plan - Growth Option,13.9495,
,,
quant Mutual Fund,,
,,
quant Multi Asset Fund - IDCW Option - Direct Plan,85.4335,
quant Multi Asset Fund - IDCW Option - Regular Plan,81.6235,
quant Multi Asset Fund-GROWTH OPTION - Regular Plan,88.9653,
quant Multi Asset Fund-GROWTH OPTION-Direct Plan,92.6904,
,,
SBI Mutual Fund,,
,,
SBI Multi Asset Allocation Fund - Direct Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),25.1972,
SBI MULTI ASSET ALLOCATION FUND - DIRECT PLAN - GROWTH,44.2241,
SBI Multi Asset Allocation Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),19.8583,
SBI Multi Asset Allocation Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),21.0062,
SBI Multi Asset Allocation Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),23.0007,
SBI MULTI ASSET ALLOCATION FUND - REGULAR PLAN - GROWTH,40.6811,
SBI Multi Asset Allocation Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),18.1902,
SBI Multi Asset Allocation Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),18.1728,
,,
Tata Mutual Fund,,
,,
Tata Multi Asset Opportnities Fund-Direct Plan-Dividend Reinvestment,17.4966,
Tata Multi Asset Opportunities Fund-Direct Plan-Dividend Payout,17.4966,
Tata Multi Asset Opportunities Fund-Direct Plan-Growth,17.4966,
Tata Multi Asset Opportunities Fund-Regular Plan-Dividend Payout,16.5116,
Tata Multi Asset Opportunities Fund-Regular Plan-Dividend Reinvestment,16.5116,
Tata Multi Asset Opportunities Fund-Regular Plan-Growth,16.5116,
,,
UTI Mutual Fund,,
,,
UTI - Multi Asset Fund - Regular Plan - Growth Option,47.9,
UTI - Multi Asset Fund- Direct Plan - Growth Option,51.9576,
UTI Multi Asset Fund - Direct Plan - IDCW,22.6906,
UTI Multi Asset Fund - Regular Plan - IDCW,20.2488,
,,
Open Ended Schemes(Income),,
,,
ICICI Prudential Mutual Fund,,
,,
ICICI Prudential Blended Plan B -  Dividend Option - I,15.0425,
ICICI Prudential Blended Plan B -  Growth Option - I,23.9631,
ICICI Prudential Blended Plan B -  Monthly Dividend Option - I,10.266,
ICICI Prudential Blended Plan B - Daily Dividend Option - I,12.4926,
ICICI Prudential Blended Plan B - Direct Plan -  Dividend Option - I,17.7362,
ICICI Prudential Blended Plan B - Direct Plan -  Growth Option - I,24.0808,
ICICI Prudential Blended Plan B - Direct Plan -  Monthly Dividend Option - I,10.3063,
ICICI Prudential Blended Plan B - Direct Plan - Half Yearly Dividend Option - I,10.0227,
ICICI Prudential Blended Plan B - Direct Plan - Quarterly Dividend Option - I,10.7,
ICICI Prudential Blended Plan B - Half Yearly Dividend Option - I,10.3661,
ICICI Prudential Blended Plan B - option I-Bonus,11.9703,
ICICI Prudential Blended Plan B-Direct Plan -  Daily Dividend Option - I,12.032,
ICICI Prudential Child Care Plan Study - Cumulative,69.6122,
ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,72.4243,
ICICI Prudential Dynamic Bond Fund - Annual Dividend,10.6484,
ICICI Prudential Dynamic Bond Fund - Bonus,19.6984,
ICICI Prudential Dynamic Bond Fund - Daily Dividend,10.0171,
ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,10.5669,
ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,20.425,
ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,10.2129,
ICICI Prudential Dynamic Bond Fund - Direct Plan -  Monthly Dividend,10.4618,
ICICI Prudential Dynamic Bond Fund - Direct Plan - Annual Dividend,10.6164,
ICICI Prudential Dynamic Bond Fund - Direct Plan - Bonus Option,20.23,
ICICI Prudential Dynamic Bond Fund - Direct Plan - Quarterly Dividend,10.4779,
ICICI Prudential Dynamic Bond Fund - Growth,19.6985,
ICICI Prudential Dynamic Bond Fund - Half Yearly Dividend,10.2388,
ICICI Prudential Dynamic Bond Fund - Monthly Dividend,10.9656,
ICICI Prudential Dynamic Bond Fund - Premium Plus Growth,20.7632,
ICICI Prudential Dynamic Bond Fund - Quarterly Dividend,10.408,
ICICI Prudential Interval Fund - Annual Interval Plan I - Retail Dividend,10.7894,
ICICI Prudential Interval Fund - Annual Interval Plan I - Retail Growth,22.5035,
ICICI Prudential Interval Fund Annual Interval Plan - I - Direct Plan Bonus,12.628,
ICICI Prudential Interval Fund Annual Interval Plan I -  Growth,17.983,
ICICI Prudential Interval Fund Annual Interval Plan I - Direct Plan -  Growth,18.0131,
ICICI Prudential Interval Fund Annual Interval Plan I - Dividend,10.8172,
ICICI Prudential Interval Fund - Annual Interval Plan II - Retail Dividend,11.9883,
ICICI Prudential Interval Fund - Annual Interval Plan II - Retail Growth,22.6497,
ICICI Prudential Interval Fund Annual Interval Plan II - Direct Plan -  Growth,23.4449,
ICICI Prudential Interval Fund Annual Interval Plan II - Dividend,11.8549,
ICICI Prudential Interval Fund Annual Interval Plan II - Growth,23.3622,
ICICI Prudential Interval Fund - Annual Interval Plan III - Retail Dividend,11.7874,
ICICI Prudential Interval Fund - Annual Interval Plan III - Retail Growth,21.8977,
ICICI Prudential Interval Fund Annual Interval Plan III - Direct Plan -  Growth,17.7978,
ICICI Prudential Interval Fund Annual Interval Plan III - Dividend,10.8352,
ICICI Prudential Interval Fund Annual Interval Plan III - Growth,17.7495,
ICICI Prudential Interval Fund - Annual Interval Plan IV - Retail Dividend,11.6845,
ICICI Prudential Interval Fund - Annual Interval Plan IV - Retail Growth,21.7637,
ICICI Prudential Interval Fund Annual Interval Plan IV -  Dividend,11.7708,
ICICI Prudential Interval Fund Annual Interval Plan IV - Direct Plan -  Growth,20.4818,
ICICI Prudential Interval Fund Annual Interval Plan IV - Growth,20.4088,
ICICI Prudential Interval Fund - Monthly Interval Plan I - Retail Dividend,10.0016,
ICICI Prudential Interval Fund - Monthly Interval Plan I - Retail Growth,21.1844,
ICICI Prudential Interval Fund Monthly Interval Plan I - Direct Plan -  Dividend,10.0692,
ICICI Prudential Interval Fund Monthly Interval Plan I - Direct Plan -  Growth,13.4735,
ICICI Prudential Interval Fund Monthly Interval Plan I - Dividend,10.0015,
ICICI Prudential Interval Fund Monthly Interval Plan I - Growth,13.4637,
ICICI Prudential Interval Fund - Quarterly Interval Plan I - Retail Dividend,10.0025,
ICICI Prudential Interval Fund - Quarterly Interval Plan I - Retail Growth,21.9999,
ICICI Prudential Interval Fund Quarterly Interval Plan - 1 Retail Quarterly Dividend Payout,10.0022,
ICICI Prudential Interval Fund Quarterly Interval Plan 1 - Direct Plan -  Growth,17.6211,
ICICI Prudential Interval Fund Quarterly Interval Plan 1 - Direct Plan - Dividend,10.0017,
ICICI Prudential Interval Fund Quarterly Interval Plan 1 - Growth,17.5944,
ICICI Prudential Interval Fund Quarterly Interval Plan 1 -Dividend,10.0017,
ICICI Prudential Interval Fund Quarterly Interval Plan 1 Plan - Direct Plan - Quarterly Dividend Payout,10.0023,
ICICI Prudential Interval Fund - Quarterly Interval Plan II - Retail Dividend,10.0271,
ICICI Prudential Interval Fund - Quarterly Interval Plan II - Retail Growth,22.0296,
ICICI Prudential Interval Fund II Quarterly Interval - Direct Plan -  Growth,20.0513,
ICICI Prudential Interval Fund II Quarterly Interval - Dividend,10.0013,
ICICI Prudential Interval Fund II Quarterly Interval - Growth,19.9985,
ICICI Prudential Interval Fund - Quarterly Interval Plan III - Direct Quarterly Dividend Payout,10.0085,
ICICI Prudential Interval Fund - Quarterly Interval Plan III - Retail Dividend,10.0083,
ICICI Prudential Interval Fund - Quarterly Interval Plan III - Retail Growth,20.7912,
ICICI Prudential Interval Fund III Quarterly Interval - Direct Plan -  Dividend,10.1854,
ICICI Prudential Interval Fund III Quarterly Interval - Direct Plan -  Growth,17.5014,
ICICI Prudential Interval Fund III Quarterly Interval - Dividend,10.0061,
ICICI Prudential Interval Fund III Quarterly Interval - Growth,17.4312,
ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - A - Cumulative,13.9619,
ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - A - Direct Plan - Cumulative,13.9796,
ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - A - Direct Plan - Dividend,10.9291,
ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - C - Cumulative,14.9423,
ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - C - Direct Plan - Cumulative,14.9835,
ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - D - Cumulative,14.9023,
ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - D - Direct Plan - Cumulative,14.9454,
ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - D - Direct Plan - Dividend,10.441,
ICICI Prudential Interval Fund - Series VII - Annual Interval Plan - C - Cumulative,13.774,
ICICI Prudential Interval Fund - Series VII - Annual Interval Plan - C - Direct Plan - Cumulative,13.7979,
ICICI Prudential Interval Fund - Series VII - Annual Interval Plan - C - Dividend,10.8654,
ICICI Prudential Interval Fund II - Quarterly Interval Plan A - Direct Plan - Quarterly Dividend Payout,10.2479,
ICICI Prudential Interval Fund II - Quarterly Interval Plan A - Retail Dividend,10.0016,
ICICI Prudential Interval Fund II - Quarterly Interval Plan A - Retail Growth,21.1917,
ICICI Prudential Interval Fund II Quarterly Interval Plan A -  Quarterly Dividend Payout,10.0015,
ICICI Prudential Interval Fund II Quarterly Interval Plan A - Direct Plan -  Dividend,10.0016,
ICICI Prudential Interval Fund II Quarterly Interval Plan A - Direct Plan -  Growth,13.6172,
ICICI Prudential Interval Fund II Quarterly Interval Plan A - Dividend,10.0017,
ICICI Prudential Interval Fund II Quarterly Interval Plan A - Growth,13.6425,
ICICI Prudential Interval Fund II Quarterly Interval Plan A - Retail Quarterly Dividend Payout,10.224,
ICICI Prudential Interval Fund II - Quarterly Interval Plan B - Retail Dividend,10.0124,
ICICI Prudential Interval Fund II - Quarterly Interval Plan B - Retail Growth,20.9682,
ICICI Prudential Interval Fund II Quarterly Interval Plan B - Direct Plan -  Dividend,10.0051,
ICICI Prudential Interval Fund II Quarterly Interval Plan B - Direct Plan -  Growth,14.1819,
ICICI Prudential Interval Fund II Quarterly Interval Plan B - Dividend,10.0016,
ICICI Prudential Interval Fund II Quarterly Interval Plan B - Growth,14.2363,
ICICI Prudential Interval Fund II Quarterly Interval Plan B - Quarterly Dividend Payout,10.0016,
ICICI Prudential Interval Fund II - Quarterly Interval Plan C - Retail Dividend,10.0038,
ICICI Prudential Interval Fund II - Quarterly Interval Plan C - Retail Growth,22.1759,
ICICI Prudential Interval Fund II Quarterly Interval Plan C - Direct Plan -  Dividend,10.0016,
ICICI Prudential Interval Fund II Quarterly Interval Plan C - Direct Plan -  Growth,14.0323,
ICICI Prudential Interval Fund II Quarterly Interval Plan C - Direct Plan -  Quarterly Dividend Payout,10.2204,
ICICI Prudential Interval Fund II Quarterly Interval Plan C - Dividend,10.0039,
ICICI Prudential Interval Fund II Quarterly Interval Plan C - Growth,13.9772,
ICICI Prudential Interval Fund II Quarterly Interval Plan C- Institutional Quarterly Dividend Payout,10.2061,
ICICI Prudential Interval Fund II - Quarterly Interval Plan D - Retail Dividend,10.0799,
ICICI Prudential Interval Fund II - Quarterly Interval Plan D - Retail Growth,22.795,
ICICI Prudential Interval Fund II Quarterly Interval Plan D - Direct Plan -  Dividend,10.0051,
ICICI Prudential Interval Fund II Quarterly Interval Plan D - Direct Plan -  Quarterly Dividend Payout,10.1535,
ICICI Prudential Interval Fund II Quarterly Interval Plan D - Direct Plan - Growth,17.7073,
ICICI Prudential Interval Fund II Quarterly Interval Plan D - Dividend,10.005,
ICICI Prudential Interval Fund II Quarterly Interval Plan D - Growth,13.469,
ICICI Prudential Interval Fund II Quarterly Interval Plan D - Quarterly Dividend Payout,10.2309,
ICICI Prudential Interval Fund II - Quarterly Interval Plan F - Retail Dividend,10.0742,
ICICI Prudential Interval Fund II - Quarterly Interval Plan F - Retail Growth,20.25,
ICICI Prudential Interval Fund II Quarterly Interval Plan F - Direct Plan -  Dividend,10.0168,
ICICI Prudential Interval Fund II Quarterly Interval Plan F - Direct Plan -  Growth,17.7138,
ICICI Prudential Interval Fund II Quarterly Interval Plan F - Direct Plan -  Quarterly Dividend Payout,10.0095,
ICICI Prudential Interval Fund II Quarterly Interval Plan F - Dividend,10.1825,
ICICI Prudential Interval Fund II Quarterly Interval Plan F - Growth,17.716,
ICICI Prudential Interval Fund II Quarterly Interval Plan F Retail Quarterly Dividend Payout,10.0046,
ICICI Prudential Interval Fund IV - Quarterly Interval Plan B - Retail Dividend,10.0009,
ICICI Prudential Interval Fund IV - Quarterly Interval Plan B - Retail Growth,19.7164,
ICICI Prudential Interval Fund IV Quarterly Interval Plan B - Direct Plan -  Dividend,10.001,
ICICI Prudential Interval Fund IV Quarterly Interval Plan B - Direct Plan -  Growth,18.1794,
ICICI Prudential Interval Fund IV Quarterly Interval Plan B - Direct Plan -  Quarterly Dividend Payout,10.2084,
ICICI Prudential Interval Fund IV Quarterly Interval Plan B - Growth,18.1012,
ICICI Prudential Interval Fund IV Quarterly Interval Plan B -Dividend,10.1688,
ICICI Prudential Interval Fund Quarterly Interval Plan - II Retail Quarterly Dividend Payout,10.234,
ICICI Prudential Interval Fund V - Monthly Interval Plan A - Retail Dividend,10.0033,
ICICI Prudential Interval Fund V - Monthly Interval Plan A - Retail Growth,20.0008,
ICICI Prudential Interval Fund V Monthly Interval Plan A - Direct Plan -  Dividend,10.0033,
ICICI Prudential Interval Fund V Monthly Interval Plan A - Direct Plan - Growth,13.9183,
ICICI Prudential Interval Fund V Monthly Interval Plan A - Dividend,10.0033,
ICICI Prudential Interval Fund V Monthly Interval Plan A - Growth,13.8735,
ICICI Prudential MIP - Direct Plan -  Dividend Half Yearly,13.6318,
ICICI Prudential MIP - Direct Plan -  Dividend Monthly,12.7914,
ICICI Prudential MIP - Direct Plan -  Dividend Quarterly,13.8562,
ICICI Prudential MIP - Direct Plan -  Growth,49.7829,
ICICI Prudential MIP - Direct Plan Bonus,13.7171,
ICICI Prudential MIP - Dividend Half Yearly,12.8248,
ICICI Prudential MIP - Dividend Monthly,12.3602,
ICICI Prudential MIP - Dividend Quarterly,13.5226,
ICICI Prudential MIP - Growth,48.1366,
,,
Nippon India Mutual Fund,,
,,
Reliance Interval Fund - II - Series 1 -Direct Plan -Growth Option,12.842,
Reliance Interval Fund - II - Series 1 -Dividend Option,10,
Reliance Interval Fund - II - Series 1 -Growth Plan,12.8098,
Reliance Interval Fund - II - Series 2 - Direct Plan - Dividend Plan - Dividend Option,10,
Reliance Interval Fund - II - Series 2 - Direct Plan - Growth Plan - Growth Option,12.9862,
Reliance Interval Fund - II - Series 2 - Dividend Plan - Dividend Option,10,
Reliance Interval Fund - II - Series 2 - Growth Plan - Growth Option,12.7938,
Reliance Interval Fund - II - Series 3 - Direct Plan - Dividend Plan - Dividend Option,10,
Reliance Interval Fund - II - Series 3 - Direct Plan - Growth Plan - Growth Option,12.8033,
Reliance Interval Fund - II - Series 3 - Dividend Plan - Dividend Option,10,
Reliance Interval Fund - II - Series 3 - Growth Plan - Growth Option,12.7519,
Reliance Interval Fund - II - Series 4-Direct Plan-Growth Plan -Growth Option,13.6322,
Reliance Interval Fund - II - Series 4-Dividend Plan -Dividend Option,10,
Reliance Interval Fund - II - Series 4-Growth Plan-Growth Option,13.596,
Reliance Yearly Interval Fund - Series 2 - Direct Plan - Dividend Plan - Dividend Option,10,
Reliance Yearly Interval Fund - Series 2 - Direct Plan - Growth Plan - Growth Option,15.1049,
Reliance Yearly Interval Fund - Series 2 - Dividend Plan - Dividend Option,10,
Reliance Yearly Interval Fund - Series 2 - Growth Plan - Growth Option,15.0408,
Reliance Yearly Interval Fund - Series 5 - Direct Plan - Growth Plan - Growth Option,13.8817,
Reliance Yearly Interval Fund - Series 5 - Growth Plan - Growth Option,13.8388,
Reliance Yearly Interval Fund - Series 8 - Direct Plan - Dividend Plan - Dividend Option,10,
Reliance Yearly Interval Fund - Series 8 - Direct Plan - Growth Plan - Growth Option,13.7847,
Reliance Yearly Interval Fund - Series 8 - Dividend Plan - Dividend Option,10.0005,
Reliance Yearly Interval Fund - Series 8 - Growth Plan - Growth Option,13.7436,
Reliance Yearly Interval Fund - Series 9 - Direct Plan - Growth Plan - Growth Option,13.764,
Reliance Yearly Interval Fund - Series 9 - Dividend Plan - Dividend Option,10.0001,
Reliance Yearly Interval Fund - Series 9 - Growth Plan - Growth Option,13.7202,
,,
SBI Mutual Fund,,
,,
SBI Magnum Income Plus Fund - Savings Plan (D),11.1062,
SBI Magnum Income Plus Fund - Savings Plan (G),12.5326,
,,
Open Ended Schemes(Money Market),,
,,
Taurus Mutual Fund,,
,,
Taurus Investor Education Pool - Unclaimed Dividend - Growth,10,
Taurus Investor Education Pool - Unclaimed Redemption - Growth,10,
Taurus Unclaimed Dividend - Growth,15.0698,
Taurus Unclaimed Redemption - Growth,15.0711,
,,
Open Ended Schemes(Other Scheme - FoF Domestic),,
,,
Aditya Birla Sun Life Mutual Fund,,
,,
Aditya Birla Sun Life Active Debt Multi Manager FoF Scheme - DIRECT - IDCW,20.9879,
Aditya Birla Sun Life Active Debt Multi Manager FoF Scheme - Direct Plan - Growth Option,33.5174,
Aditya Birla Sun Life Active Debt Multi Manager FoF Scheme - REGULAR - IDCW,20.0293,
Aditya Birla Sun Life Active Debt Multi Manager FoF Scheme - Regular Plan - Growth Option,31.9379,
Aditya Birla Sun Life Asset Allocator FoF- Direct Plan - Growth Option,23.1514,
Aditya Birla Sun Life Asset Allocator FoF- Regular Plan - Growth Option,44.8862,
Aditya Birla Sun Life Asset Allocator FoF-DIRECT - IDCW,22.0609,
Aditya Birla Sun Life Asset Allocator FoF-REGULAR - IDCW,41.3339,
Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan - Direct - IDCW,35.4161,
Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan - Direct Plan - Growth Option,38.6721,
Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan - Regular Plan - Growth Option,35.804,
Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan -Regular - IDCW,32.7726,
Aditya Birla Sun Life Financial Planning Fund - Conservative Plan - Direct Plan - Growth Option,27.2343,
Aditya Birla Sun life Financial Planning Fund - Conservative Plan - Regular Plan - Growth Option,25.8531,
Aditya Birla Sun Life Financial Planning Fund - Conservative Plan -Direct - IDCW,18.4915,
Aditya Birla Sun Life Financial Planning Fund - Conservative Plan -Regular - IDCW,23.5209,
Aditya Birla Sun Life Financial Planning Fund - Moderate Plan - Direct Plan - Growth Option,31.6026,
Aditya Birla Sun Life Financial Planning Fund - Moderate Plan - Regular Plan - Growth Option,29.9119,
Aditya Birla Sun Life Financial Planning Fund -Moderate  Plan -  Regular -  IDCW,26.8289,
Aditya Birla Sun Life Financial Planning Fund -Moderate  Plan - Direct - IDCW,28.6548,
Aditya Birla Sun Life Gold Fund - Growth - Direct Plan,19.1365,
Aditya Birla Sun Life Gold Fund-DIRECT - IDCW,19.1392,
Aditya Birla Sun Life Gold Fund-Growth,18.5514,
Aditya Birla Sun Life Gold Fund-REGULAR - IDCW,18.5506,
Aditya Birla Sun Life Multi - Index Fund of Funds-Direct Growth,10.3922,
Aditya Birla Sun Life Multi- Index Fund Of Fund-Direct IDCW,10.3922,
Aditya Birla Sun Life Multi- Index Fund Of Fund-Regular IDCW,10.3632,
Aditya Birla Sun Life Multi-Index Fund Of Fund-Regular Growth,10.3632,
Aditya Birla Sun Life Silver ETF FOF-Direct Growth,12.3771,
Aditya Birla Sun Life Silver ETF FOF-Direct IDCW,12.374,
Aditya Birla Sun Life Silver ETF FOF-Regular Growth,12.2921,
Aditya Birla Sun Life Silver ETF FOF-Regular IDCW,12.29,
,,
Axis Mutual Fund,,
,,
Axis All Seasons Debt Fund of Fund - Regular Plan - Quarterly IDCW,10.9889,
